word_count,character_count,average_word_length,sentence_count,average_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,difficult_words,difficult_word_ratio,grade,source
131,954,6.183206106870229,6,21.833333333333332,-5.829270833333311,19.3721875,23.22083333333333,19.117987234576393,58,0.44274809160305345,19.165,arxiv
120,839,5.85,5,24.0,8.981827586206919,17.770068965517243,20.314482758620688,18.026119701940384,45,0.375,18.27,arxiv
84,548,5.380952380952381,4,21.0,34.92073795180724,13.543463855421688,18.420481927710842,16.218646115125612,28,0.3333333333333333,15.0375,arxiv
75,454,4.826666666666667,4,18.75,56.550795454545494,10.153863636363639,14.453246753246754,13.427899808715576,18,0.24,11.5,wikipedia-en
111,785,4.927927927927928,5,22.2,37.20470270270275,13.585117117117118,16.807927927927928,15.112257680678326,34,0.3063063063063063,13.665,arxiv
117,589,3.8803418803418803,11,10.636363636363637,96.94515673981195,2.357210031347961,4.907836990595611,6.980632752743321,6,0.05128205128205128,4.205,tinystories
155,815,4.116129032258065,11,14.090909090909092,79.26744019138758,5.63593301435407,6.053588516746412,6.574015621080383,9,0.05806451612903226,6.167857142857143,tinystories
136,712,3.963235294117647,11,12.363636363636363,86.51075305291724,4.219118046132973,6.066757123473542,8.00094639256281,10,0.07352941176470588,5.315,tinystories
162,838,3.882716049382716,16,10.125,87.67296580188683,3.4994614779874205,3.975,5.148860815047168,6,0.037037037037037035,3.7981818181818174,tinystories
85,493,4.447058823529412,5,17.0,69.56710344827589,7.878758620689656,9.258850574712644,9.3871,17,0.2,8.42,wikipedia-en
76,479,5.2368421052631575,4,19.0,28.382482876712345,13.834349315068494,18.258904109589043,15.903189008614273,23,0.3026315789473684,13.95,wikipedia-en
283,1608,4.431095406360424,15,18.866666666666667,64.00976190476193,8.96857142857143,11.466666666666669,10.934197308810441,63,0.2226148409893993,9.975,fineweb-edu
137,714,4.072992700729927,11,12.454545454545455,83.04035169210353,4.770922362309225,5.565759787657598,6.112484441749459,12,0.08759124087591241,5.470000000000001,tinystories
78,550,4.564102564102564,6,13.0,69.86375000000001,7.489583333333332,10.15,10.864195022040775,19,0.24358974358974358,8.783333333333333,wikipedia-en
112,675,4.607142857142857,7,16.0,57.18628318584072,9.293324905183315,12.474841972187106,12.28987398476788,32,0.2857142857142857,9.94,wikipedia-en
83,534,5.373493975903615,4,20.75,24.014066455696224,14.816297468354431,19.545569620253165,17.410965686947208,32,0.3855421686746988,15.545,arxiv
119,741,5.084033613445378,8,14.875,63.30000000000004,8.15666666666667,11.0,10.9516,29,0.24369747899159663,10.133333333333333,fineweb-edu
108,764,5.75,4,27.0,11.796964285714324,18.135119047619046,21.54761904761905,18.7741,37,0.3425925925925926,18.21,arxiv
276,1713,4.9021739130434785,10,27.6,35.713116279069794,14.687503875968993,18.071937984496124,15.903189008614273,64,0.2318840579710145,15.34,arxiv
34,216,4.5588235294117645,3,11.333333333333334,83.32166666666669,4.950000000000003,6.333333333333334,7.793537801064561,6,0.17647058823529413,6.326666666666666,wikipedia-en
167,1219,6.137724550898204,8,20.875,-5.3335714285714175,19.2202380952381,22.923809523809524,19.032712561301913,57,0.3413173652694611,18.335,fineweb-edu
43,244,4.465116279069767,3,14.333333333333334,74.24015503875972,6.465116279069768,7.593798449612404,7.793537801064561,8,0.18604651162790697,7.640000000000001,wikipedia-en
206,1208,4.747572815533981,12,17.166666666666668,53.216493399339925,10.018564356435643,11.485808580858086,12.009924989830619,50,0.24271844660194175,10.49,fineweb-edu
253,1670,5.5019762845849804,10,25.3,19.49643975903618,16.72581927710844,18.795341365461848,16.647925096878797,82,0.3241106719367589,16.28,fineweb-edu
